altura,6tado,idade,peso,sexo,renda,tempo_carteira_assinada,estado_civil,score
1.65,25,21,46,0,3189,30,2,810
1.8,10,73,71,0,1434,47,2,727
1.74,8,25,59,1,1360,46,1,262
1.69,18,61,50,0,980,7,1,266
1.59,1,52,54,0,1684,12,3,836
1.66,24,55,50,0,2272,14,0,785
1.69,12,26,77,1,4610,33,1,985
1.67,7,53,62,1,1060,22,0,671
1.88,22,34,95,1,1149,32,2,626
1.61,22,30,47,0,2672,13,2,132
1.86,21,18,84,1,2223,38,0,360
1.55,0,46,61,0,1228,24,3,599
1.65,8,39,50,0,1814,42,1,427
1.92,1,70,87,1,4522,16,1,652
1.6,12,69,87,0,1424,14,1,389
1.97,2,60,70,1,1419,39,1,158
1.9,9,35,65,1,5119,5,2,655
1.67,5,79,45,0,1489,12,2,542
1.91,19,45,59,1,1998,50,0,346
1.6,2,72,52,0,1327,48,3,589
1.7,20,56,56,1,1061,59,2,196
1.52,15,44,53,0,1424,40,1,308
1.72,10,76,45,0,1650,32,0,1
1.96,7,20,52,1,1259,55,2,741
1.62,24,76,70,0,1650,37,2,58
1.65,12,44,69,0,1118,43,0,664
1.74,21,18,71,0,2003,2,3,443
1.7,22,48,81,0,2752,3,2,165
1.77,23,69,100,1,1380,59,1,317
1.64,21,40,58,0,1981,14,0,379
1.83,0,34,54,1,2042,3,3,28
1.59,1,38,46,0,2699,44,2,441
1.82,1,47,54,0,1515,26,3,332
1.86,12,76,98,1,1532,54,1,428
1.6,24,37,74,0,1667,57,0,163
1.92,24,42,71,1,2089,33,3,760
1.58,3,42,48,0,3517,12,0,181
1.74,19,48,86,0,1490,13,1,208
1.66,9,46,85,1,1871,7,3,464
1.9,22,19,88,1,4555,40,1,194
1.82,14,38,63,0,1327,40,1,516
1.76,0,55,81,1,1495,1,3,958
1.79,10,18,77,1,4077,3,2,628
1.72,17,41,66,0,1660,36,1,579
1.78,22,75,72,1,2033,3,0,457
1.76,9,66,94,1,1514,33,0,695
1.72,22,59,106,1,1336,51,2,156
1.61,13,79,67,0,1264,59,0,369
1.88,19,21,64,1,2112,10,1,807
1.65,21,32,69,0,1579,10,0,874
1.64,14,28,75,0,1127,33,0,405
1.74,12,69,102,1,1622,43,0,413
1.81,4,41,74,0,1610,28,1,425
1.57,26,62,84,0,1480,15,2,550
1.71,15,34,46,0,1278,19,1,991
1.82,18,20,77,0,1982,40,2,43
1.77,24,60,53,0,1806,57,1,548
1.69,8,38,61,1,1310,8,2,323
1.5,3,48,71,0,1496,13,1,659
1.99,12,76,53,1,1884,26,1,615
1.74,15,76,64,0,1595,58,1,465
1.73,15,58,81,0,1363,1,2,331
1.78,3,67,64,1,2282,35,0,672
1.86,13,22,105,1,1819,10,1,597
1.53,0,38,55,0,1782,44,1,875
1.83,14,56,78,1,1599,14,0,497
1.81,5,59,66,1,938,24,0,501
1.97,22,28,85,1,2311,10,0,277
1.83,11,24,73,1,1498,30,1,717
1.88,16,57,52,1,1370,4,1,276
1.58,25,60,55,0,1409,53,0,128
1.56,4,25,69,0,1578,20,0,686
1.6,26,70,87,1,3061,29,3,572
1.85,4,74,108,1,996,27,2,439
1.75,20,37,89,1,1150,23,0,614
1.97,3,67,97,1,1582,6,3,662
1.62,21,71,67,1,2021,19,2,287
1.6,25,61,67,0,1398,13,2,698
1.6,4,29,77,0,1854,11,1,634
1.96,19,66,76,1,1747,52,2,467
1.75,7,36,101,1,3306,35,0,745
1.69,22,73,77,0,2594,43,0,269
1.57,14,43,88,0,1310,9,2,714
1.62,20,78,68,1,1389,22,1,331
1.84,9,34,60,0,1876,55,1,111
1.94,25,40,76,1,1426,21,1,666
1.83,16,70,58,0,948,5,1,161
1.64,23,78,102,1,4709,27,1,392
1.74,1,23,46,0,1051,13,1,403
1.83,25,45,58,0,2000,22,1,732
1.51,4,49,70,0,1399,24,1,445
1.76,24,54,63,0,2491,59,0,571
1.97,3,20,61,1,2659,7,1,916
1.86,14,47,60,1,1235,9,2,282
1.69,24,45,85,1,5707,30,0,225
1.65,8,50,103,1,2319,4,1,125
1.61,20,31,79,0,1173,14,1,693
1.7,1,77,67,0,1476,13,3,599
1.86,11,75,88,1,1282,45,3,517
1.81,3,61,87,0,1529,59,1,107
1.68,26,46,75,0,2004,20,1,300
1.71,20,20,77,1,1199,35,1,219
1.64,8,53,47,0,2038,21,0,293
1.63,1,47,72,1,1097,53,1,461
1.82,2,50,92,1,1141,40,0,117
1.74,15,77,69,0,1487,40,0,386
1.96,19,62,71,1,1183,35,2,655
1.73,8,21,49,0,1589,15,2,183
1.83,3,64,97,1,1807,5,1,564
1.77,23,70,46,0,1599,35,2,260
1.65,11,63,82,1,2131,24,1,691
1.61,19,68,91,1,4637,16,1,540
1.72,21,77,79,0,1514,16,1,334
1.82,25,77,72,0,1599,34,2,667
1.88,17,62,59,1,1167,52,1,600
1.75,11,26,71,0,1144,23,2,857
1.91,22,28,80,1,1414,24,0,368
1.8,2,54,71,0,1658,35,2,653
1.7,18,67,63,0,1369,40,0,138
1.61,2,56,51,0,1102,42,0,650
1.96,7,22,97,1,2939,22,1,736
1.75,9,52,50,0,1314,32,1,344
1.88,21,68,83,1,1364,30,0,582
1.65,24,25,50,1,1313,1,1,651
1.71,5,46,62,1,2166,22,1,307
1.57,20,72,48,0,2163,26,2,314
1.51,24,19,76,0,2503,36,2,598
1.9,1,21,71,1,4709,52,1,512
1.92,8,70,51,1,2179,9,1,234
1.59,10,50,89,0,3470,21,2,82
1.53,23,19,58,0,1698,5,2,402
1.8,23,62,71,1,871,48,0,412
1.8,14,21,77,1,2559,25,0,690
1.64,17,70,110,1,1487,13,1,694
1.71,12,23,69,1,1387,36,3,758
1.75,13,21,54,1,1758,36,1,263
1.75,15,49,76,0,1639,38,0,477
1.77,0,55,49,0,2750,1,0,470
1.71,12,18,80,0,1693,27,3,604
1.82,19,75,83,1,1053,12,0,152
1.94,14,39,107,1,1928,53,2,817
1.77,10,24,66,0,1471,53,2,624
1.83,11,68,51,0,5219,2,0,628
1.85,19,44,92,1,987,40,1,699
1.64,14,33,53,1,1132,26,1,546
1.73,1,70,97,1,1307,8,0,423
1.74,18,43,106,1,1506,31,1,278
1.53,5,46,75,0,1380,2,2,463
1.8,4,60,81,0,1744,59,3,712
1.81,3,75,49,0,1198,20,3,695
1.57,8,23,54,0,2196,25,0,513
1.75,4,74,67,0,1119,51,0,364
1.61,26,21,75,0,2749,4,0,601
1.52,17,73,62,0,1248,20,2,626
1.96,26,42,66,1,1203,38,2,60
1.72,17,43,98,1,1552,32,2,88
1.73,4,29,97,1,2441,45,1,294
1.97,16,48,64,1,1430,47,0,259
1.89,24,53,74,1,1244,1,1,112
1.85,4,59,77,1,6760,17,0,847
1.79,24,60,82,0,1922,13,3,326
1.7,14,72,84,0,2231,10,3,519
1.52,24,25,72,0,1141,6,1,551
1.8,24,65,77,1,1412,59,1,335
1.89,6,39,83,1,1650,16,3,326
1.81,20,32,52,0,1404,33,3,883
1.63,15,33,100,1,1279,46,0,484
1.84,16,56,87,0,1066,10,1,692
1.71,4,70,51,1,3926,40,1,228
1.68,9,55,60,0,2421,51,0,289
1.78,9,71,91,1,1219,5,1,273
1.72,18,66,89,0,1421,29,3,264
1.92,5,41,95,1,1317,40,0,521
1.63,22,54,55,1,1652,17,0,88
1.52,22,66,75,0,3025,1,0,382
1.54,17,51,53,0,1263,47,2,497
1.76,9,47,50,0,1250,15,2,444
1.84,7,64,96,1,2562,22,0,734
1.63,9,70,58,0,1830,52,1,303
1.7,17,44,93,1,1712,43,1,538
1.51,16,77,87,0,1474,32,1,916
1.56,3,34,47,0,1809,36,0,624
1.88,12,23,103,1,1849,35,0,297
2,18,48,94,1,2512,47,1,252
1.55,17,45,60,0,1378,43,0,377
1.68,24,49,88,1,906,58,1,468
1.84,17,45,49,0,1467,56,1,287
1.53,10,31,82,0,1967,36,2,353
1.74,16,34,55,0,1035,59,2,575
1.75,23,62,64,0,1989,40,3,650
1.61,20,72,65,0,2055,20,1,273
1.82,13,58,73,1,8721,1,1,454
1.76,25,77,107,1,1859,23,0,349
1.93,22,43,95,1,2497,14,0,233
1.67,17,42,101,1,4775,48,0,434
1.62,15,61,58,0,3912,47,1,556
1.73,25,72,66,1,1643,22,0,359
1.85,17,60,78,0,855,12,2,227
1.84,16,74,51,0,1301,44,1,643
1.78,13,28,67,1,1432,43,2,368
1.8,18,23,79,0,1703,35,1,565
1.58,3,47,82,0,1790,52,3,955
1.61,2,71,72,0,3228,18,1,344
1.99,6,70,64,1,1113,28,3,806
1.66,7,50,50,0,1578,55,0,360
1.63,19,50,93,1,1392,1,3,510
1.75,20,25,99,1,2265,36,0,319
1.93,26,42,81,1,1092,38,1,348
1.63,25,43,75,1,1424,49,3,169
1.87,15,61,60,1,3209,15,3,107
1.61,12,39,108,1,1628,19,2,426
1.89,23,71,54,1,2746,13,1,282
1.7,23,48,89,0,961,9,3,286
1.94,26,64,93,1,3243,39,2,237
1.99,18,28,75,1,1553,41,0,437
1.67,20,33,56,1,2396,38,2,166
1.53,1,35,64,0,1205,55,0,850
1.7,12,67,63,1,1310,6,2,534
1.66,13,73,106,1,1528,18,0,416
1.7,19,43,70,1,2235,27,1,482
1.72,5,30,76,1,1548,11,0,711
1.91,5,77,56,1,1970,11,1,560
1.52,7,76,86,0,1087,12,2,2
1.67,14,75,87,0,3096,47,0,558
1.97,4,62,98,1,4892,25,0,194
1.66,25,38,80,0,2879,38,0,457
1.6,25,41,76,0,1059,30,3,418
1.89,4,32,78,1,2070,14,1,478
1.7,21,73,60,1,1619,14,0,608
1.64,16,64,70,0,6411,10,0,744
1.78,16,34,59,1,1223,38,2,770
1.85,24,58,59,0,5193,50,2,310
1.92,22,62,85,1,1303,14,1,468
1.51,5,20,73,0,1597,46,0,38
1.8,16,24,64,0,4118,27,3,741
1.74,5,78,58,1,1498,43,3,362
1.74,20,57,84,0,1155,37,0,818
1.92,12,42,91,1,2673,23,1,554
1.81,23,72,101,1,2015,53,3,882
1.75,2,37,74,0,1360,54,0,324
1.72,5,71,89,1,1391,18,3,373
1.61,2,35,79,0,3893,52,0,480
1.75,2,51,97,1,1534,45,1,352
1.65,25,66,56,0,2452,20,1,370
1.89,22,41,107,1,1968,38,0,328
1.7,2,52,89,0,2443,15,0,639
1.84,24,76,68,1,1199,40,0,668
1.55,20,23,75,0,4935,1,0,224
1.62,12,29,76,0,1724,24,0,469
1.83,2,55,90,0,1191,4,2,387
1.91,19,21,64,1,3209,41,1,340
1.96,10,65,50,1,1396,26,0,574
1.88,26,65,61,1,1025,22,3,419
1.88,5,59,77,1,1353,47,0,334
1.8,11,73,101,1,1105,18,1,624
1.75,5,59,74,0,5264,48,0,536
1.82,10,26,57,0,1391,25,1,488
1.51,22,45,72,0,2295,30,2,317
1.75,24,21,87,0,1348,41,1,599
1.91,9,29,82,1,1121,22,3,166
1.61,22,65,67,0,1752,44,2,486
1.63,9,40,68,0,1027,38,0,316
1.62,23,72,65,1,1616,50,0,577
1.77,8,76,62,0,1864,43,1,718
1.55,17,61,54,0,5218,8,2,915
1.81,22,41,110,1,1170,13,2,705
1.64,15,35,83,0,1345,8,0,678
1.85,1,50,49,0,3133,37,1,875
1.61,6,47,52,0,1059,31,1,737
1.84,5,59,69,0,1220,22,2,605
1.81,7,64,108,1,1100,34,2,170
1.6,14,45,72,0,2632,4,0,9
1.98,10,47,77,1,1730,39,0,414
1.86,17,56,63,1,2574,51,1,527
1.79,1,31,76,1,1992,27,2,707
1.69,7,61,84,1,1488,18,1,318
1.76,10,22,50,0,3599,3,2,77
1.69,1,75,56,1,2223,40,0,288
1.94,6,70,64,1,1854,20,1,379
1.54,7,33,78,0,1330,12,0,654
1.87,18,19,70,1,2080,23,2,312
1.52,1,35,87,0,1391,48,1,662
1.65,2,35,106,1,2003,34,0,656
1.63,11,18,85,0,1663,28,1,675
1.69,11,21,48,0,1186,21,3,262
1.52,1,33,73,0,1305,57,2,782
1.85,8,69,108,1,1311,18,1,553
1.66,16,73,94,1,1558,54,0,214
1.73,5,55,109,1,3088,36,0,407
1.63,3,20,90,1,1979,39,3,58
1.64,8,24,100,1,1432,22,2,107
1.77,18,27,53,0,1045,37,0,691
1.53,25,42,48,0,2126,58,1,924
1.89,20,63,55,1,1710,54,0,258
1.86,3,33,86,1,1137,22,2,531
1.82,12,22,56,0,3361,13,0,787
1.7,12,66,93,1,4981,4,1,564
1.59,4,36,82,0,1337,27,0,46
1.63,21,38,90,1,1363,17,0,337
1.75,24,18,45,0,1356,43,1,501
1.5,8,57,59,0,3512,46,1,733
1.82,17,44,68,0,2943,43,0,669
1.62,20,80,69,0,1598,38,0,312
2,17,68,76,1,1506,43,1,942
1.81,16,33,80,0,2822,58,0,742
1.61,0,29,55,0,3427,16,0,592
1.74,22,35,94,1,985,10,1,683
1.71,15,40,55,0,1305,42,1,649
1.61,6,78,86,1,1396,37,0,561
1.63,3,57,99,1,2197,16,1,497
1.65,18,47,101,1,1277,17,3,662
1.81,18,74,47,0,2283,18,1,546
1.7,19,23,82,0,1105,8,1,655
1.86,13,31,100,1,1012,33,0,767
1.57,11,69,57,0,1122,7,3,468
1.61,3,33,54,0,2996,44,0,535
1.64,19,80,47,0,918,31,2,618
1.93,18,34,56,1,2231,58,0,883
1.73,26,23,103,1,1751,45,2,764
1.75,10,51,68,0,3888,53,3,877
1.67,20,39,52,1,1332,3,1,419
1.71,2,71,45,0,1973,58,1,731
1.86,9,71,104,1,1514,47,1,409
1.58,26,29,88,0,1002,11,0,357
1.6,19,70,58,0,1628,16,2,423
1.65,20,28,68,0,1603,10,1,406
1.8,7,20,85,0,1277,17,2,391
1.53,2,27,89,0,3403,6,3,839
1.73,6,58,71,0,1407,50,0,440
1.98,15,42,78,1,1847,54,2,852
1.7,21,76,54,0,3443,45,1,376
1.61,23,40,102,1,1100,45,2,746
1.61,11,57,53,1,1626,22,2,396
1.57,14,22,45,0,1260,23,0,604
1.86,19,59,71,1,3113,48,1,478
1.88,25,51,92,1,1244,44,1,415
1.54,20,57,75,0,1299,52,0,469
1.79,10,75,75,0,1849,57,3,985
1.83,14,33,67,1,1901,16,0,624
1.93,10,61,70,1,1476,23,3,311
1.69,21,40,103,1,2465,32,1,680
1.85,20,48,79,1,2036,21,2,738
1.85,21,45,72,0,5241,57,1,450
1.94,11,27,57,1,7292,47,1,937
1.62,23,18,81,1,2015,49,2,872
1.9,0,36,104,1,1476,7,0,229
1.58,17,76,69,0,1568,48,0,707
1.51,19,23,72,0,6186,49,3,761
1.65,8,60,84,0,1536,19,0,580
1.98,10,59,99,1,1694,16,3,449
1.72,4,56,93,1,1553,33,0,700
1.57,18,70,68,0,2096,37,1,517
1.82,7,63,54,1,2879,19,2,340
1.67,26,30,49,0,1523,33,1,658
1.81,13,73,77,1,1172,42,1,223
1.88,24,47,68,1,1112,31,2,881
1.97,9,53,75,1,2650,52,0,630
1.83,26,60,71,0,2086,9,2,600
1.53,23,45,74,0,1335,31,0,640
1.7,26,19,101,1,1732,45,2,407
1.63,21,31,60,0,1751,21,0,592
1.97,1,42,102,1,1354,48,0,738
1.79,12,76,99,1,1744,50,1,654
1.69,24,79,106,1,979,45,1,274
1.83,21,48,59,0,1327,49,0,559
1.77,23,64,53,0,1002,47,1,437
1.69,24,58,89,1,6282,55,3,722
1.88,15,28,80,1,1919,53,2,362
1.77,12,47,68,0,1786,5,0,736
1.69,7,42,86,0,1183,51,0,374
1.75,4,51,59,1,1158,49,0,836
1.77,16,44,45,0,1678,55,2,520
1.81,24,63,91,1,1069,40,1,579
1.7,5,29,105,1,1340,7,0,550
1.72,19,30,60,1,966,25,3,438
1.71,21,59,52,0,2026,59,3,508
1.69,1,55,81,0,1709,7,1,908
1.89,2,36,66,1,1184,43,0,376
1.51,10,35,46,0,1713,52,0,540
1.62,14,25,88,0,2423,59,1,621
1.61,4,21,82,0,2613,33,0,621
1.7,6,53,73,1,1072,23,3,337
1.65,6,35,89,0,988,40,0,140
1.55,22,65,88,0,1099,7,2,731
1.61,20,42,106,1,1449,29,0,506
1.91,24,20,60,1,1150,29,0,476
1.79,19,24,75,0,1186,45,0,639
1.73,6,68,90,1,2537,24,2,153
1.6,12,40,108,1,1700,30,2,635
1.72,23,53,69,0,3012,18,0,762
1.81,22,51,86,1,3272,11,2,994
1.65,9,61,75,0,1681,32,2,567
1.82,6,67,88,1,3517,18,1,323
1.75,5,52,87,1,1721,28,3,442
1.98,16,57,84,1,1372,53,0,114
1.69,3,47,90,1,1687,40,0,735
1.82,0,80,69,1,1309,12,0,680
1.76,2,24,87,0,1160,35,3,393
1.89,17,80,77,1,1390,48,2,534
1.69,17,49,58,0,962,32,1,297
1.76,21,53,89,0,1987,26,2,618
1.73,22,77,104,1,2275,34,1,781
1.59,24,21,67,0,2026,27,1,374
1.79,11,70,77,0,1355,21,0,272
1.68,23,58,90,0,1898,34,2,580
1.92,18,31,88,1,2069,19,0,855
1.68,22,50,58,0,1024,15,1,565
1.7,25,35,74,1,1541,13,1,419
1.86,3,20,95,1,1055,5,2,506
1.73,7,44,81,0,1546,15,1,333
1.75,25,61,65,0,1690,48,2,481
1.96,15,44,68,1,1244,32,1,379
1.61,18,56,90,1,1905,53,1,457
1.63,0,37,69,0,1945,48,0,783
1.83,10,75,74,0,7368,45,0,99
1.53,22,47,62,0,2809,6,0,518
1.73,6,50,55,1,1623,11,3,741
1.82,7,72,62,1,1015,58,0,796
1.7,22,61,63,0,1401,23,1,330
1.77,18,78,88,0,1249,16,3,658
1.61,11,62,73,1,2505,34,0,484
1.63,22,34,54,0,4572,5,0,596
1.82,0,66,54,0,1506,50,1,124
1.78,17,45,70,1,1335,11,0,625
1.82,24,73,45,0,1236,40,0,383
1.81,20,47,50,0,1092,15,2,550
1.68,12,23,57,1,1010,17,2,291
1.87,6,69,62,1,1962,46,2,970
2,17,55,96,1,4749,4,2,223
1.98,11,76,101,1,1092,46,2,430
1.5,8,63,48,0,3189,4,2,187
1.71,7,45,81,1,2341,25,0,695
1.68,24,33,55,0,3318,17,0,672
1.6,17,39,68,1,1150,30,1,385
1.76,16,40,85,1,1317,43,3,748
1.85,26,67,53,0,1360,59,2,575
1.77,3,53,86,0,1368,51,0,415
1.87,8,38,84,1,2607,17,0,418
1.87,7,36,68,1,1962,7,0,563
1.84,20,27,78,1,1757,50,2,358
1.7,18,76,106,1,2699,15,2,703
1.79,8,52,63,0,1944,35,0,661
1.8,0,35,110,1,2402,30,0,378
1.6,22,24,83,0,1088,44,0,617
1.73,17,30,102,1,1222,49,0,634
1.98,21,63,68,1,1020,54,0,749
1.82,9,56,68,1,2181,8,0,360
1.85,6,73,82,0,3842,3,2,509
1.69,12,62,76,1,1644,45,3,426
1.93,24,34,110,1,1618,21,3,290
1.85,10,73,53,1,1934,6,2,209
1.63,26,22,91,1,963,47,3,385
1.62,19,74,85,1,1482,43,3,415
1.82,16,35,58,1,1318,5,0,478
1.69,25,77,99,1,1171,47,2,667
1.59,10,61,80,0,1493,10,3,366
1.53,12,24,59,0,1261,44,1,264
1.76,23,61,75,0,1451,49,1,283
1.83,23,28,50,1,1737,18,0,512
1.62,0,42,75,1,1424,38,1,326
1.77,3,44,65,0,1244,29,0,413
1.7,16,41,70,0,1108,20,0,679
1.79,2,34,70,0,4322,46,0,96
1.82,3,26,76,1,1159,28,3,481
1.98,17,57,83,1,1625,5,0,738
1.94,23,59,96,1,1886,32,0,466
1.98,0,75,71,1,1480,46,3,332
1.79,15,27,60,1,1511,53,0,405
1.73,11,18,51,1,1278,14,0,580
1.74,11,28,61,1,2002,53,0,338
1.95,16,73,78,1,1091,54,2,637
1.84,3,65,83,1,1593,17,0,350
1.79,0,30,90,0,3735,19,1,179
1.58,14,25,46,0,1287,40,1,966
1.69,25,75,89,0,2203,34,0,14
1.68,17,76,80,0,1082,46,1,292
1.65,11,72,61,0,1469,1,1,127
1.94,4,25,96,1,1335,54,0,718
1.62,9,66,74,1,2126,24,0,562
1.85,0,39,71,0,1029,26,1,960
1.99,4,35,53,1,1100,46,2,445
1.53,5,78,55,0,1173,35,2,628
1.79,13,37,76,0,1682,41,1,906
1.81,2,38,62,0,1799,32,1,275
1.76,6,50,67,0,1197,55,0,74
1.74,14,20,67,0,1688,50,2,336
1.77,11,30,69,0,1580,46,1,263
1.53,16,42,83,0,2146,24,0,187
1.66,5,35,93,1,1559,21,0,216
1.69,4,69,57,1,1602,55,2,356
1.9,3,74,85,1,1512,34,1,602
1.73,8,51,57,1,1451,27,1,368
1.85,9,71,79,0,1786,36,2,621
2,8,47,94,1,1384,20,0,270
1.56,0,29,69,0,1123,36,1,871
1.52,13,62,82,0,923,44,3,305
1.91,25,38,89,1,2224,37,2,967
1.74,5,21,85,1,1301,49,1,528
1.87,5,40,69,1,2262,22,0,714
1.75,10,38,90,1,1738,54,0,331
1.68,10,39,63,0,1323,31,3,860
1.6,19,69,48,0,1417,24,3,497
1.57,17,80,63,0,2530,59,0,861
1.85,22,37,88,0,1962,36,3,394
1.5,22,30,65,0,2020,25,0,728
1.66,15,80,89,1,1247,14,0,136
1.73,16,25,83,1,1066,34,3,451
1.6,24,63,79,0,2863,5,1,661
1.6,26,31,75,0,2251,50,1,277
1.65,18,71,66,0,1609,1,3,422
1.61,20,55,73,0,1261,6,1,331
1.52,17,63,88,0,1635,18,1,525
1.57,24,48,62,0,1476,10,2,552
1.59,22,46,67,0,1348,21,1,299
1.67,2,59,70,1,4809,10,1,641
1.88,15,64,84,1,1208,31,2,680
1.82,11,52,71,1,1837,6,0,436
1.8,7,34,50,1,1453,41,1,667
1.51,6,56,76,0,1393,41,0,79
1.85,4,53,80,0,1234,2,3,40
1.76,23,67,77,0,1069,39,1,847
1.82,9,50,90,0,4191,6,1,466
1.52,3,20,60,0,896,54,0,430
2,14,61,108,1,1067,57,2,688
1.56,0,36,49,0,1157,10,0,264
1.65,15,50,88,0,2539,5,1,911
1.75,9,64,71,1,2030,27,3,564
1.65,26,64,101,1,5776,36,3,41
1.8,15,43,87,0,1281,46,1,698
1.95,18,57,89,1,4397,58,0,748
1.96,7,20,108,1,1120,36,2,797
1.83,20,64,65,0,1714,51,0,381
1.74,19,70,77,0,943,9,1,296
1.62,5,41,69,1,1424,47,0,523
1.63,26,49,94,1,1488,39,0,293
1.87,22,54,101,1,1034,38,1,895
1.62,12,18,94,1,3135,36,0,279
1.91,19,44,93,1,1137,42,0,337
1.83,7,22,69,0,1950,36,0,358
1.57,14,36,60,0,1993,50,1,646
1.74,11,32,108,1,1111,7,1,601
1.5,17,70,73,0,3272,23,2,348
1.65,16,21,61,1,1160,21,2,392
1.69,22,68,56,0,1219,5,0,376
1.66,1,27,93,1,2068,35,0,610
1.74,11,61,87,1,1142,23,0,801
1.8,23,29,89,1,1326,17,1,554
1.63,2,30,101,1,1860,23,0,196
1.92,3,24,71,1,1944,2,2,576
1.91,4,43,55,1,2375,25,1,917
1.96,2,53,61,1,2003,45,3,543
1.89,24,43,84,1,4867,50,1,847
1.62,21,66,90,1,1169,7,2,556
1.81,13,29,92,1,1464,28,2,654
1.84,18,19,108,1,1574,15,0,164
1.54,24,33,77,0,3528,18,0,794
1.64,18,54,79,0,1298,39,0,884
1.51,21,19,55,0,1679,29,2,568
1.83,8,42,61,0,1365,57,1,126
1.88,3,52,60,1,1770,45,3,706
1.83,13,21,79,0,2522,42,3,965
1.98,24,39,87,1,1812,6,2,57
1.94,25,49,88,1,988,10,0,409
1.66,22,41,50,0,1589,6,0,262
1.63,10,28,77,0,2235,56,3,621
1.78,5,77,61,0,1622,47,2,400
1.62,12,43,70,0,1520,18,0,588
1.72,23,40,68,0,2002,7,1,348
1.8,18,38,54,0,1137,31,2,1
1.64,14,52,66,0,3016,14,3,142
1.9,14,71,71,1,1714,50,3,429
1.71,6,43,64,0,1606,12,0,779
1.64,24,25,63,1,2265,28,1,368
1.68,12,28,67,0,917,41,0,713
1.76,22,25,88,1,1744,20,2,528
1.6,3,79,51,0,2008,2,3,72
1.67,26,56,100,1,1136,42,2,955
1.78,15,19,85,0,5770,31,2,707
1.81,18,23,74,1,2075,9,0,492
1.84,17,75,79,0,1999,6,3,497
1.59,17,64,64,0,3296,31,1,344
1.7,15,71,50,0,1132,37,1,585
1.78,19,22,87,0,1318,20,2,844
1.71,20,25,78,0,1554,21,0,770
1.85,11,80,65,0,3305,13,0,390
1.83,5,33,49,0,1515,42,2,278
1.85,20,37,87,0,1264,51,0,416
1.55,19,32,72,0,1302,35,1,530
1.67,11,44,55,1,1627,24,1,678
1.83,18,72,83,0,1278,17,1,903
1.92,2,60,56,1,1450,30,1,387
1.6,24,51,52,0,1402,49,2,434
1.74,4,75,98,1,3361,26,0,196
1.85,15,18,59,0,2947,11,1,546
1.77,23,30,76,1,1445,29,3,463
1.98,24,30,66,1,2051,44,1,505
1.93,3,38,93,1,1368,29,0,348
1.97,12,28,87,1,1474,37,2,890
1.79,24,28,55,0,2078,29,1,791
1.61,7,47,79,0,1618,9,0,796
1.7,4,36,68,0,3754,17,1,622
1.66,4,59,72,1,2167,13,1,320
1.91,18,19,52,1,1553,39,0,412
1.69,4,71,77,0,1293,1,1,622
1.95,3,78,99,1,2787,14,0,52
1.83,3,51,52,1,2563,33,0,373
1.97,3,59,98,1,1701,53,2,462
1.79,13,22,79,1,1560,15,2,273
1.76,19,79,84,0,1998,37,2,239
1.65,7,18,51,0,1267,56,0,571
1.88,6,74,84,1,1180,40,0,3
1.81,7,47,72,1,3110,9,0,109
1.79,15,67,62,1,1248,39,1,178
1.57,17,19,75,0,1724,31,3,359
1.93,12,66,103,1,2546,32,0,656
1.71,18,26,60,1,1892,21,1,515
1.67,23,43,55,0,1872,50,0,383
1.71,25,57,66,1,1882,2,0,436
1.68,20,65,53,0,1732,11,3,559
1.8,1,66,103,1,1251,34,0,678
1.62,17,25,110,1,2165,25,1,528
1.68,3,27,84,1,1863,47,1,477
1.72,6,31,94,1,1517,48,2,144
1.62,14,58,54,0,1725,18,0,98
1.93,10,48,82,1,2295,41,3,372
1.72,19,18,62,0,1647,5,2,265
1.77,14,42,45,0,1766,10,0,653
1.79,11,44,62,0,2650,51,1,937
1.85,7,48,68,1,1270,4,2,309
1.57,25,74,84,0,3055,46,2,614
1.94,17,56,83,1,1271,11,2,263
1.79,7,19,54,0,1797,45,0,509
1.94,4,47,96,1,1667,17,1,280
1.52,3,60,88,0,1388,53,1,719
1.85,16,41,95,1,1368,2,1,670
1.73,15,51,48,0,2836,14,1,395
1.69,4,25,52,1,1006,41,1,581
1.93,22,41,72,1,1224,5,3,642
1.95,1,30,91,1,1482,38,2,322
1.81,8,78,71,0,1072,56,2,558
1.84,6,73,50,1,1449,59,1,698
1.98,6,69,96,1,1555,20,1,558
1.97,16,20,100,1,1456,3,0,538
1.89,9,36,66,1,5674,48,3,668
1.92,10,67,83,1,2135,9,2,147
1.66,1,65,64,0,2130,14,0,644
1.65,22,78,65,0,1772,45,0,514
1.89,11,57,67,1,1967,10,0,184
1.6,23,71,57,0,1094,52,2,527
1.82,23,20,62,1,2217,30,1,278
1.6,4,47,97,1,1392,56,1,566
1.98,20,67,110,1,1029,37,2,414
1.97,10,32,83,1,1113,48,1,313
1.76,3,23,75,0,2258,17,2,295
1.92,10,24,87,1,2659,49,0,72
1.59,26,47,49,0,1184,19,2,304
1.7,20,32,93,1,1425,41,1,714
1.76,11,43,51,0,1294,41,1,698
1.73,24,22,85,1,1338,25,3,806
1.5,11,37,49,0,1776,25,2,166
1.62,8,72,90,0,1610,22,2,325
1.75,20,66,47,0,1818,17,0,484
1.83,7,37,57,1,1665,37,3,76
1.67,15,26,85,1,1316,3,1,676
1.75,10,48,73,0,2430,55,3,385
1.89,17,76,94,1,1322,20,2,567
